robustness_run_id,model,level,segment_id,track_id,original_audio_id,label,score_clean,score_mp3_128,score_mp3_64
mp3_optimized_20260919T175101Z,LogisticRegression,segment,seg_000261,sample_00087,"Head of Ancante, Talking Tree - Ak'chamel, The Giver of Illness",0,0.007909802524291734,0.008380071201664493,0.009198138544399008
mp3_optimized_20260919T175101Z,LogisticRegression,segment,seg_000262,sample_00087,"Head of Ancante, Talking Tree - Ak'chamel, The Giver of Illness",0,0.08123242140033968,0.09524500659641406,0.07768233589627195
mp3_optimized_20260919T175101Z,LogisticRegression,segment,seg_000263,sample_00087,"Head of Ancante, Talking Tree - Ak'chamel, The Giver of Illness",0,0.14143151585720026,0.15978249235431996,0.107534501108279
mp3_optimized_20260919T175101Z,LogisticRegression,segment,seg_000267,sample_00089,"Hungry - Oh Yeah, the Future",0,0.10330283273817961,0.1148909542393189,0.022888686838818315
mp3_optimized_20260919T175101Z,LogisticRegression,segment,seg_000268,sample_00089,"Hungry - Oh Yeah, the Future",0,0.15186020916801657,0.14987635210408165,0.012985518548129835
mp3_optimized_20260919T175101Z,LogisticRegression,segment,seg_000269,sample_00089,"Hungry - Oh Yeah, the Future",0,0.23646508082571846,0.2746111661345512,0.16665058430602056
mp3_optimized_20260919T175101Z,LogisticRegression,segment,seg_000270,sample_00090,I - Inflammator,0,0.22600280501141218,0.3580283398321717,0.19988973814401562
mp3_optimized_20260919T175101Z,LogisticRegression,segment,seg_000271,sample_00090,I - Inflammator,0,0.3318298292392728,0.3605410143508226,0.13231181579425508
mp3_optimized_20260919T175101Z,LogisticRegression,segment,seg_000272,sample_00090,I - Inflammator,0,0.06622174392999146,0.07154760718074347,0.02094918158118726
mp3_optimized_20260919T175101Z,LogisticRegression,segment,seg_000345,sample_00115,L'arbre - Salmo,0,0.011365200274460958,0.06581567007248039,0.17337876456539109
mp3_optimized_20260919T175101Z,LogisticRegression,segment,seg_000346,sample_00115,L'arbre - Salmo,0,0.3371377801175452,0.383005542613702,0.27528317330134366
mp3_optimized_20260919T175101Z,LogisticRegression,segment,seg_000347,sample_00115,L'arbre - Salmo,0,0.02041864957365955,0.022687206611300227,0.011413470444140855
mp3_optimized_20260919T175101Z,LogisticRegression,segment,seg_000348,sample_00116,LIQUID SKULLS - voyageurs,0,0.002323082559225626,0.020883400112530946,0.0034767230279903042
mp3_optimized_20260919T175101Z,LogisticRegression,segment,seg_000349,sample_00116,LIQUID SKULLS - voyageurs,0,0.025339444557584093,0.027305005798581753,0.012663390615226
mp3_optimized_20260919T175101Z,LogisticRegression,segment,seg_000350,sample_00116,LIQUID SKULLS - voyageurs,0,0.018561628254822122,0.02085843144089261,0.03080159002710309
mp3_optimized_20260919T175101Z,LogisticRegression,segment,seg_000363,sample_00121,Leaving Here - Mod Fun,0,0.053556745632737185,0.24569877192228648,0.17921416024640552
mp3_optimized_20260919T175101Z,LogisticRegression,segment,seg_000364,sample_00121,Leaving Here - Mod Fun,0,0.6896364334199213,0.7125359181522678,0.4990097852423554
mp3_optimized_20260919T175101Z,LogisticRegression,segment,seg_000365,sample_00121,Leaving Here - Mod Fun,0,0.6919438479754717,0.7208203999504499,0.4797664776675194
mp3_optimized_20260919T175101Z,LogisticRegression,segment,seg_000366,sample_00122,Let You're Body Move - D SMILEZ,0,0.1845757445938673,0.19402481779774844,0.03157972096623889
mp3_optimized_20260919T175101Z,LogisticRegression,segment,seg_000367,sample_00122,Let You're Body Move - D SMILEZ,0,0.3202786655320095,0.33389723217893186,0.06327648597150749
mp3_optimized_20260919T175101Z,LogisticRegression,segment,seg_000368,sample_00122,Let You're Body Move - D SMILEZ,0,0.6516198556078899,0.6054676199811675,0.4527347131558892
mp3_optimized_20260919T175101Z,LogisticRegression,segment,seg_000369,sample_00123,Let's Start Out Slow - RoccoW,0,0.2985664774334742,0.7142540564448995,0.36452580161523646
mp3_optimized_20260919T175101Z,LogisticRegression,segment,seg_000370,sample_00123,Let's Start Out Slow - RoccoW,0,0.7501456382407814,0.781715564978899,0.5907023983048338
mp3_optimized_20260919T175101Z,LogisticRegression,segment,seg_000371,sample_00123,Let's Start Out Slow - RoccoW,0,0.573522175579259,0.659211284463074,0.19440645550201052
mp3_optimized_20260919T175101Z,LogisticRegression,segment,seg_000396,sample_00132,Love Dream - The Zombie Dandies,0,0.06686080483025504,0.24614163959432045,0.6093673391202017
mp3_optimized_20260919T175101Z,LogisticRegression,segment,seg_000397,sample_00132,Love Dream - The Zombie Dandies,0,0.12957359006572874,0.1603675340751322,0.0873559844601512
mp3_optimized_20260919T175101Z,LogisticRegression,segment,seg_000398,sample_00132,Love Dream - The Zombie Dandies,0,0.021673069493456706,0.025343998658108217,0.03842475446203345
mp3_optimized_20260919T175101Z,LogisticRegression,segment,seg_000417,sample_00139,Moja Krypta - AmortE,0,0.6928819479585023,0.7007452181280381,0.6997618303153362
mp3_optimized_20260919T175101Z,LogisticRegression,segment,seg_000418,sample_00139,Moja Krypta - AmortE,0,0.8752757102055686,0.8715085687123003,0.8740612211297211
mp3_optimized_20260919T175101Z,LogisticRegression,segment,seg_000419,sample_00139,Moja Krypta - AmortE,0,0.5589011095664944,0.5758635194247116,0.5912880529880687
mp3_optimized_20260919T175101Z,LogisticRegression,segment,seg_000432,sample_00144,Motocross Mania - Monroeville Music Center,0,0.5178337407885232,0.5535784834974485,0.14576516889249388
mp3_optimized_20260919T175101Z,LogisticRegression,segment,seg_000433,sample_00144,Motocross Mania - Monroeville Music Center,0,0.309871046762597,0.3257587227143998,0.04689247817564177
mp3_optimized_20260919T175101Z,LogisticRegression,segment,seg_000434,sample_00144,Motocross Mania - Monroeville Music Center,0,0.045741677464023814,0.0459656525460509,0.00408560250327947
mp3_optimized_20260919T175101Z,LogisticRegression,segment,seg_000438,sample_00146,Music For an Underground Circu - Ergo Phizmiz,0,0.1598100531001154,0.17522249156713052,0.06176721274216948
mp3_optimized_20260919T175101Z,LogisticRegression,segment,seg_000439,sample_00146,Music For an Underground Circu - Ergo Phizmiz,0,0.25973157983565726,0.2845211487633176,0.04795168794944148
mp3_optimized_20260919T175101Z,LogisticRegression,segment,seg_000440,sample_00146,Music For an Underground Circu - Ergo Phizmiz,0,0.08128033987706955,0.08758309126770578,0.023787232918991947
mp3_optimized_20260919T175101Z,LogisticRegression,segment,seg_000462,sample_00154,Night Owl - Broke For Free,0,0.011778113082634488,0.08241059807718724,0.0689558967259778
mp3_optimized_20260919T175101Z,LogisticRegression,segment,seg_000463,sample_00154,Night Owl - Broke For Free,0,0.26526302717270783,0.2791930797258835,0.14304092226745152
mp3_optimized_20260919T175101Z,LogisticRegression,segment,seg_000464,sample_00154,Night Owl - Broke For Free,0,0.016803029462267662,0.01957357902511773,0.006652228036920943
mp3_optimized_20260919T175101Z,LogisticRegression,segment,seg_000513,sample_00171,Pista Afuera - Epstein,0,0.2894827583288464,0.31983954067889825,0.16190234529429287
mp3_optimized_20260919T175101Z,LogisticRegression,segment,seg_000514,sample_00171,Pista Afuera - Epstein,0,0.2749422169178556,0.3044614544487777,0.13141814466149623
mp3_optimized_20260919T175101Z,LogisticRegression,segment,seg_000515,sample_00171,Pista Afuera - Epstein,0,0.38592832752155676,0.42390739881036654,0.16379982045038333
mp3_optimized_20260919T175101Z,LogisticRegression,segment,seg_000522,sample_00174,Production - Bird Names,0,0.06703113745500168,0.07700351567389374,0.13097168062636289
mp3_optimized_20260919T175101Z,LogisticRegression,segment,seg_000523,sample_00174,Production - Bird Names,0,0.3113911776108448,0.3427057836563274,0.4065501061289201
mp3_optimized_20260919T175101Z,LogisticRegression,segment,seg_000524,sample_00174,Production - Bird Names,0,0.004272760064900953,0.005211095046929574,0.002431716147550984
mp3_optimized_20260919T175101Z,LogisticRegression,segment,seg_000528,sample_00176,Puertas de Fuego - Guerra de Cerdos,0,0.010584970766482082,0.05099950233848851,0.026427225186727552
mp3_optimized_20260919T175101Z,LogisticRegression,segment,seg_000529,sample_00176,Puertas de Fuego - Guerra de Cerdos,0,0.2482422381304658,0.279039396739301,0.2804868609819273
mp3_optimized_20260919T175101Z,LogisticRegression,segment,seg_000530,sample_00176,Puertas de Fuego - Guerra de Cerdos,0,0.03192408548954157,0.040622410295690074,0.011077945808736778
mp3_optimized_20260919T175101Z,LogisticRegression,segment,seg_000534,sample_00178,Realize Me - Jim Rooster,0,0.628241839907921,0.623938208946485,0.8732530223525786
mp3_optimized_20260919T175101Z,LogisticRegression,segment,seg_000535,sample_00178,Realize Me - Jim Rooster,0,0.9894802542028451,0.9902870924343053,0.9852398837356608
mp3_optimized_20260919T175101Z,LogisticRegression,segment,seg_000536,sample_00178,Realize Me - Jim Rooster,0,0.8798348328886756,0.8838010066104008,0.9033630085102557
mp3_optimized_20260919T175101Z,LogisticRegression,segment,seg_000540,sample_00180,Resistentialism - Nihilore,0,0.12683638344234283,0.4663729739346106,0.5761513473735304
mp3_optimized_20260919T175101Z,LogisticRegression,segment,seg_000541,sample_00180,Resistentialism - Nihilore,0,0.5956358373449439,0.6220644023907055,0.5345806091475647
mp3_optimized_20260919T175101Z,LogisticRegression,segment,seg_000542,sample_00180,Resistentialism - Nihilore,0,0.38144251076267194,0.42280513002035136,0.12025058173006714
mp3_optimized_20260919T175101Z,LogisticRegression,segment,seg_000585,sample_00195,Set Fire to Creation - Nihilore,0,0.3181369009033513,0.5708402539883273,0.22774900633573497
mp3_optimized_20260919T175101Z,LogisticRegression,segment,seg_000586,sample_00195,Set Fire to Creation - Nihilore,0,0.9276062916506803,0.9208390457741125,0.8483566595365154
mp3_optimized_20260919T175101Z,LogisticRegression,segment,seg_000587,sample_00195,Set Fire to Creation - Nihilore,0,0.6656408862456096,0.6421281600142171,0.30099080225745284
mp3_optimized_20260919T175101Z,LogisticRegression,segment,seg_000588,sample_00196,Sfogare Il Dissenso - Deiezione HC,0,0.010001714623872128,0.05953484965997401,0.01221606470342094
mp3_optimized_20260919T175101Z,LogisticRegression,segment,seg_000589,sample_00196,Sfogare Il Dissenso - Deiezione HC,0,0.09182672052293263,0.10099560625929814,0.025062040465505645
mp3_optimized_20260919T175101Z,LogisticRegression,segment,seg_000590,sample_00196,Sfogare Il Dissenso - Deiezione HC,0,0.05451361956326748,0.055478580996032985,0.020126214769033358
mp3_optimized_20260919T175101Z,LogisticRegression,segment,seg_000594,sample_00198,She Works / Tepid Waters - Bird Names,0,0.0042697619609884906,0.004786180097183804,0.009106716623914164
mp3_optimized_20260919T175101Z,LogisticRegression,segment,seg_000595,sample_00198,She Works / Tepid Waters - Bird Names,0,0.06445897224414993,0.06331372603154276,0.14252313210167558
mp3_optimized_20260919T175101Z,LogisticRegression,segment,seg_000596,sample_00198,She Works / Tepid Waters - Bird Names,0,0.030078461380500368,0.03400763608309518,0.07860779977142869
mp3_optimized_20260919T175101Z,LogisticRegression,segment,seg_000618,sample_00206,Something Dirty - Ergo Phizmiz,0,0.35037601627756665,0.34434239566146324,0.2532890121673137
mp3_optimized_20260919T175101Z,LogisticRegression,segment,seg_000619,sample_00206,Something Dirty - Ergo Phizmiz,0,0.16277813161564292,0.16865921316300608,0.09152255303246509
mp3_optimized_20260919T175101Z,LogisticRegression,segment,seg_000620,sample_00206,Something Dirty - Ergo Phizmiz,0,0.6582737400414731,0.6760802146431364,0.35332326284020055
mp3_optimized_20260919T175101Z,LogisticRegression,segment,seg_000621,sample_00207,Sonzis FM - Pipe Choir,0,0.05852558850675429,0.14867094517984614,0.018997930040610633
mp3_optimized_20260919T175101Z,LogisticRegression,segment,seg_000622,sample_00207,Sonzis FM - Pipe Choir,0,0.2829207673387426,0.32122924955832016,0.03925153153716509
mp3_optimized_20260919T175101Z,LogisticRegression,segment,seg_000623,sample_00207,Sonzis FM - Pipe Choir,0,0.7528387321137499,0.746131228108588,0.5698362568447709
mp3_optimized_20260919T175101Z,LogisticRegression,segment,seg_000648,sample_00216,Stuttgart - Portrayal,0,0.15882283972566333,0.18127097717092983,0.18146448178488703
mp3_optimized_20260919T175101Z,LogisticRegression,segment,seg_000649,sample_00216,Stuttgart - Portrayal,0,0.22715625308202328,0.2940575508075162,0.10091039400756902
mp3_optimized_20260919T175101Z,LogisticRegression,segment,seg_000650,sample_00216,Stuttgart - Portrayal,0,0.3151352468012139,0.37197841460520625,0.1260998618147385
mp3_optimized_20260919T175101Z,LogisticRegression,segment,seg_000651,sample_00217,Support Me in This Moment That I'm About To Lose Heart - Nihilore,0,0.007261674916939264,0.07638518318673519,0.019249700356025013
mp3_optimized_20260919T175101Z,LogisticRegression,segment,seg_000652,sample_00217,Support Me in This Moment That I'm About To Lose Heart - Nihilore,0,0.5071654875218902,0.6003062175323042,0.27958874517108034
mp3_optimized_20260919T175101Z,LogisticRegression,segment,seg_000653,sample_00217,Support Me in This Moment That I'm About To Lose Heart - Nihilore,0,0.1049771157371508,0.14129979910873325,0.19468628371737254
mp3_optimized_20260919T175101Z,LogisticRegression,segment,seg_000669,sample_00223,Terve Teille - Чокнутый Пропеллер,0,0.26933391145256447,0.3086435067415384,0.13281618273628906
mp3_optimized_20260919T175101Z,LogisticRegression,segment,seg_000670,sample_00223,Terve Teille - Чокнутый Пропеллер,0,0.17627500434303867,0.2048324681926153,0.13200359203525772
mp3_optimized_20260919T175101Z,LogisticRegression,segment,seg_000671,sample_00223,Terve Teille - Чокнутый Пропеллер,0,0.03458111330624864,0.0418950706668641,0.0020395170702658233
mp3_optimized_20260919T175101Z,LogisticRegression,segment,seg_000672,sample_00224,The Adventures Of Roderick Random - Maps And Diagrams,0,0.01671699455687232,0.10842442052858016,0.05266806705919652
mp3_optimized_20260919T175101Z,LogisticRegression,segment,seg_000673,sample_00224,The Adventures Of Roderick Random - Maps And Diagrams,0,0.3720435436137249,0.387528276222675,0.3835656383326756
mp3_optimized_20260919T175101Z,LogisticRegression,segment,seg_000674,sample_00224,The Adventures Of Roderick Random - Maps And Diagrams,0,0.16479041145033346,0.12800286957785226,0.07253733501683046
mp3_optimized_20260919T175101Z,LogisticRegression,segment,seg_000708,sample_00236,"The Pursuit of Unintentional Humor - Oh Yeah, the Future",0,0.004847276575012278,0.02041243959478043,0.002969813177218126
mp3_optimized_20260919T175101Z,LogisticRegression,segment,seg_000709,sample_00236,"The Pursuit of Unintentional Humor - Oh Yeah, the Future",0,0.08161029003693122,0.11526069544732422,0.03981443569169852
mp3_optimized_20260919T175101Z,LogisticRegression,segment,seg_000710,sample_00236,"The Pursuit of Unintentional Humor - Oh Yeah, the Future",0,0.009502876356002833,0.011726754349009444,0.0014502746530071684
mp3_optimized_20260919T175101Z,LogisticRegression,segment,seg_000723,sample_00241,The Secret Garden - Barbarix,0,0.06968204207594696,0.10500834164084882,0.0030081206167478602
mp3_optimized_20260919T175101Z,LogisticRegression,segment,seg_000724,sample_00241,The Secret Garden - Barbarix,0,0.15353811368589507,0.1961376926105641,0.03291803348467138
mp3_optimized_20260919T175101Z,LogisticRegression,segment,seg_000725,sample_00241,The Secret Garden - Barbarix,0,0.24261071861547726,0.25040532207269955,0.04610616732746571
mp3_optimized_20260919T175101Z,LogisticRegression,segment,seg_000756,sample_00252,Troubles I've seen - Malaventura,0,0.034954015700473025,0.04382070942863837,0.030260285770564974
mp3_optimized_20260919T175101Z,LogisticRegression,segment,seg_000757,sample_00252,Troubles I've seen - Malaventura,0,0.276503095936894,0.2995701564419791,0.4204675654028467
mp3_optimized_20260919T175101Z,LogisticRegression,segment,seg_000758,sample_00252,Troubles I've seen - Malaventura,0,0.8680350603600155,0.8574368842129467,0.8584667740468893
mp3_optimized_20260919T175101Z,LogisticRegression,segment,seg_000759,sample_00253,Ugh! Humans Can Join - Mystery Mammal,0,0.6467965265171004,0.9136005059528571,0.8800668145345117
mp3_optimized_20260919T175101Z,LogisticRegression,segment,seg_000760,sample_00253,Ugh! Humans Can Join - Mystery Mammal,0,0.6655780296892885,0.6974319523169987,0.9136910911502442
mp3_optimized_20260919T175101Z,LogisticRegression,segment,seg_000761,sample_00253,Ugh! Humans Can Join - Mystery Mammal,0,0.2087458096401648,0.255498420848597,0.49308529158039904
mp3_optimized_20260919T175101Z,LogisticRegression,segment,seg_000771,sample_00257,Untitled - Fatal Injection,0,0.03112883658171815,0.18753393161150186,0.02396933114018451
mp3_optimized_20260919T175101Z,LogisticRegression,segment,seg_000772,sample_00257,Untitled - Fatal Injection,0,0.10338391562669268,0.11096037735296749,0.010772779582957893
mp3_optimized_20260919T175101Z,LogisticRegression,segment,seg_000773,sample_00257,Untitled - Fatal Injection,0,0.18281288426955086,0.19042670462087535,0.017249386389509885
mp3_optimized_20260919T175101Z,LogisticRegression,segment,seg_000810,sample_00270,Where Is Everything - The Moi Non Plus,0,0.04706091757362301,0.05384959728968237,0.055497519182608764
mp3_optimized_20260919T175101Z,LogisticRegression,segment,seg_000811,sample_00270,Where Is Everything - The Moi Non Plus,0,0.29786451366533034,0.3981202995023253,0.22936791840896922
mp3_optimized_20260919T175101Z,LogisticRegression,segment,seg_000812,sample_00270,Where Is Everything - The Moi Non Plus,0,0.39401615377824073,0.38455499342081134,0.19453621723863296
mp3_optimized_20260919T175101Z,LogisticRegression,segment,seg_000813,sample_00271,Who Loves You Dear - Mink Lungs,0,0.1419026661619029,0.14920802485531415,0.0715991757237466
mp3_optimized_20260919T175101Z,LogisticRegression,segment,seg_000814,sample_00271,Who Loves You Dear - Mink Lungs,0,0.4396437271729571,0.5068931740133992,0.25950950090694747
mp3_optimized_20260919T175101Z,LogisticRegression,segment,seg_000815,sample_00271,Who Loves You Dear - Mink Lungs,0,0.04491366943712552,0.05879603470774739,0.012553017214475047
mp3_optimized_20260919T175101Z,LogisticRegression,segment,seg_000837,sample_00279,Yurtology - Michett,0,0.09114949889493265,0.3525125681689588,0.09207344913197674
mp3_optimized_20260919T175101Z,LogisticRegression,segment,seg_000838,sample_00279,Yurtology - Michett,0,0.20386645104154394,0.19231341032221844,0.08220565692458698
mp3_optimized_20260919T175101Z,LogisticRegression,segment,seg_000839,sample_00279,Yurtology - Michett,0,0.0466958607275053,0.03843213150196884,0.008615158722708094
mp3_optimized_20260919T175101Z,LogisticRegression,segment,seg_000894,sample_00298,2Much (Andy Spinelli & Alex Sánchez House Edit) - Tentacles,1,0.9790051899894675,0.9824484596498663,0.9958952221864337
mp3_optimized_20260919T175101Z,LogisticRegression,segment,seg_000895,sample_00298,2Much (Andy Spinelli & Alex Sánchez House Edit) - Tentacles,1,0.43500968255454303,0.3754415506618017,0.8575816412226863
mp3_optimized_20260919T175101Z,LogisticRegression,segment,seg_000896,sample_00298,2Much (Andy Spinelli & Alex Sánchez House Edit) - Tentacles,1,0.9888676432740573,0.9886102811426429,0.995477870371256
mp3_optimized_20260919T175101Z,LogisticRegression,segment,seg_000900,sample_00300,3 am West End - statusq,1,0.9862664655343926,0.9834695696198035,0.9967225428449369
mp3_optimized_20260919T175101Z,LogisticRegression,segment,seg_000901,sample_00300,3 am West End - statusq,1,0.9415644487967141,0.9307325683606701,0.8860951663690837
mp3_optimized_20260919T175101Z,LogisticRegression,segment,seg_000902,sample_00300,3 am West End - statusq,1,0.9947069040294036,0.9940023121514953,0.9983534997188342
mp3_optimized_20260919T175101Z,LogisticRegression,segment,seg_000906,sample_00302,5 (Lexington) - Isle of Pine,1,0.9606355017119621,0.9566572328086297,0.9694889834860966
mp3_optimized_20260919T175101Z,LogisticRegression,segment,seg_000907,sample_00302,5 (Lexington) - Isle of Pine,1,0.5938820691559934,0.605947548827779,0.8348575865276859
mp3_optimized_20260919T175101Z,LogisticRegression,segment,seg_000908,sample_00302,5 (Lexington) - Isle of Pine,1,0.9901995172720962,0.9907365529914536,0.996289185468415
mp3_optimized_20260919T175101Z,LogisticRegression,segment,seg_000942,sample_00314,Attention - Pete Prodoehl,1,0.3979061883847565,0.35756153509705124,0.6805277614714691
mp3_optimized_20260919T175101Z,LogisticRegression,segment,seg_000943,sample_00314,Attention - Pete Prodoehl,1,0.7602113344025204,0.7233923623626893,0.8911918205246874
mp3_optimized_20260919T175101Z,LogisticRegression,segment,seg_000944,sample_00314,Attention - Pete Prodoehl,1,0.9598371744376475,0.9531989169756705,0.9942147359663855
mp3_optimized_20260919T175101Z,LogisticRegression,segment,seg_000972,sample_00324,Bizzy - The Tleilaxu Music Machine,1,0.5654617992311165,0.5509255265252005,0.7260826722987838
mp3_optimized_20260919T175101Z,LogisticRegression,segment,seg_000973,sample_00324,Bizzy - The Tleilaxu Music Machine,1,0.6788254359022604,0.6580860497824361,0.8564302277503251
mp3_optimized_20260919T175101Z,LogisticRegression,segment,seg_000974,sample_00324,Bizzy - The Tleilaxu Music Machine,1,0.9629906232241223,0.9641813449945296,0.9973090096397326
mp3_optimized_20260919T175101Z,LogisticRegression,segment,seg_001020,sample_00340,Dance Harder - Three Chain Links,1,0.9995030808719495,0.9994794565916465,0.9999407682009231
mp3_optimized_20260919T175101Z,LogisticRegression,segment,seg_001021,sample_00340,Dance Harder - Three Chain Links,1,0.8123359844322953,0.7834323918183423,0.9437174830762484
mp3_optimized_20260919T175101Z,LogisticRegression,segment,seg_001022,sample_00340,Dance Harder - Three Chain Links,1,0.8795541480087943,0.8571836929280157,0.9677516462994105
mp3_optimized_20260919T175101Z,LogisticRegression,segment,seg_001035,sample_00345,Different Day - First,1,0.27551920560547905,0.27430658551305015,0.33149402769317154
mp3_optimized_20260919T175101Z,LogisticRegression,segment,seg_001036,sample_00345,Different Day - First,1,0.0851923574314379,0.07336120685869986,0.03448635697441539
mp3_optimized_20260919T175101Z,LogisticRegression,segment,seg_001037,sample_00345,Different Day - First,1,0.9080508404315993,0.8980556805880162,0.9872129952726593
mp3_optimized_20260919T175101Z,LogisticRegression,segment,seg_001059,sample_00353,El Burrito - Malaventura,1,0.9707905563773377,0.9749671024051081,0.9697550122022478
mp3_optimized_20260919T175101Z,LogisticRegression,segment,seg_001060,sample_00353,El Burrito - Malaventura,1,0.969342910821046,0.964901638431916,0.9686787004556551
mp3_optimized_20260919T175101Z,LogisticRegression,segment,seg_001061,sample_00353,El Burrito - Malaventura,1,0.995110678732397,0.9939783113681058,0.9978983382089841
mp3_optimized_20260919T175101Z,LogisticRegression,segment,seg_001074,sample_00358,End titles - Itsensäsyöjät,1,0.799054395711373,0.7889317716778687,0.9309788938915426
mp3_optimized_20260919T175101Z,LogisticRegression,segment,seg_001075,sample_00358,End titles - Itsensäsyöjät,1,0.8227023071373832,0.8028564124207459,0.9407452802844936
mp3_optimized_20260919T175101Z,LogisticRegression,segment,seg_001076,sample_00358,End titles - Itsensäsyöjät,1,0.7823759187735508,0.7683477093104022,0.9446455912409756
