segment_id,track_id,original_audio_id,label,score,run_id,model,variant,split,threshold,prediction
seg_000297,sample_00099,If You're Ther - Nicola Ratti,0,-0.41875198489390875,classical_20260919T110356Z,RBF-SVM,baseline,val,0.5196503294173163,0
seg_000298,sample_00099,If You're Ther - Nicola Ratti,0,-0.42644108644926804,classical_20260919T110356Z,RBF-SVM,baseline,val,0.5196503294173163,0
seg_000299,sample_00099,If You're Ther - Nicola Ratti,0,-1.0667162620798538,classical_20260919T110356Z,RBF-SVM,baseline,val,0.5196503294173163,0
seg_000342,sample_00114,Kumorizoranohajimarutokoro - Hosomi,0,-0.27380384270861247,classical_20260919T110356Z,RBF-SVM,baseline,val,0.5196503294173163,0
seg_000343,sample_00114,Kumorizoranohajimarutokoro - Hosomi,0,-0.12947375779795844,classical_20260919T110356Z,RBF-SVM,baseline,val,0.5196503294173163,0
seg_000344,sample_00114,Kumorizoranohajimarutokoro - Hosomi,0,-0.7477173440563945,classical_20260919T110356Z,RBF-SVM,baseline,val,0.5196503294173163,0
seg_000384,sample_00128,Lights Up - Pipe Choir,0,-1.471989566857118,classical_20260919T110356Z,RBF-SVM,baseline,val,0.5196503294173163,0
seg_000385,sample_00128,Lights Up - Pipe Choir,0,-0.25125658054542654,classical_20260919T110356Z,RBF-SVM,baseline,val,0.5196503294173163,0
seg_000386,sample_00128,Lights Up - Pipe Choir,0,-1.1089270723222853,classical_20260919T110356Z,RBF-SVM,baseline,val,0.5196503294173163,0
seg_000399,sample_00133,Loved Ones - Rowan Box,0,0.037020600640761625,classical_20260919T110356Z,RBF-SVM,baseline,val,0.5196503294173163,0
seg_000400,sample_00133,Loved Ones - Rowan Box,0,0.6463539468531532,classical_20260919T110356Z,RBF-SVM,baseline,val,0.5196503294173163,1
seg_000401,sample_00133,Loved Ones - Rowan Box,0,0.1389489012171527,classical_20260919T110356Z,RBF-SVM,baseline,val,0.5196503294173163,0
seg_000408,sample_00136,March of the GPA Mechanics - [t]ghost,0,-0.40828071093228857,classical_20260919T110356Z,RBF-SVM,baseline,val,0.5196503294173163,0
seg_000409,sample_00136,March of the GPA Mechanics - [t]ghost,0,0.48391155033837696,classical_20260919T110356Z,RBF-SVM,baseline,val,0.5196503294173163,0
seg_000410,sample_00136,March of the GPA Mechanics - [t]ghost,0,0.12396381642979704,classical_20260919T110356Z,RBF-SVM,baseline,val,0.5196503294173163,0
seg_000426,sample_00142,Morning Bell - Nihilore,0,-0.698766143107654,classical_20260919T110356Z,RBF-SVM,baseline,val,0.5196503294173163,0
seg_000427,sample_00142,Morning Bell - Nihilore,0,-0.4817944080689316,classical_20260919T110356Z,RBF-SVM,baseline,val,0.5196503294173163,0
seg_000428,sample_00142,Morning Bell - Nihilore,0,-1.3723513872861397,classical_20260919T110356Z,RBF-SVM,baseline,val,0.5196503294173163,0
seg_000441,sample_00147,My Body Is A Weapon (Compromise Edit) - Silence is full of birds,0,-1.4352452710763552,classical_20260919T110356Z,RBF-SVM,baseline,val,0.5196503294173163,0
seg_000442,sample_00147,My Body Is A Weapon (Compromise Edit) - Silence is full of birds,0,-1.385788161098629,classical_20260919T110356Z,RBF-SVM,baseline,val,0.5196503294173163,0
seg_000443,sample_00147,My Body Is A Weapon (Compromise Edit) - Silence is full of birds,0,-2.141361109239792,classical_20260919T110356Z,RBF-SVM,baseline,val,0.5196503294173163,0
seg_000453,sample_00151,New Life (take 1) - Bird Names,0,-1.8614169781036964,classical_20260919T110356Z,RBF-SVM,baseline,val,0.5196503294173163,0
seg_000454,sample_00151,New Life (take 1) - Bird Names,0,-0.8343528218954581,classical_20260919T110356Z,RBF-SVM,baseline,val,0.5196503294173163,0
seg_000455,sample_00151,New Life (take 1) - Bird Names,0,-1.19121417883101,classical_20260919T110356Z,RBF-SVM,baseline,val,0.5196503294173163,0
seg_000459,sample_00153,Night Drive - Decktonic,0,0.6254359677668789,classical_20260919T110356Z,RBF-SVM,baseline,val,0.5196503294173163,1
seg_000460,sample_00153,Night Drive - Decktonic,0,0.426028603543777,classical_20260919T110356Z,RBF-SVM,baseline,val,0.5196503294173163,0
seg_000461,sample_00153,Night Drive - Decktonic,0,0.0532142431888315,classical_20260919T110356Z,RBF-SVM,baseline,val,0.5196503294173163,0
seg_000468,sample_00156,Norweigian Wood II - Bird Names,0,-2.3598991907944575,classical_20260919T110356Z,RBF-SVM,baseline,val,0.5196503294173163,0
seg_000469,sample_00156,Norweigian Wood II - Bird Names,0,-1.1316726646957092,classical_20260919T110356Z,RBF-SVM,baseline,val,0.5196503294173163,0
seg_000470,sample_00156,Norweigian Wood II - Bird Names,0,-1.385940646590425,classical_20260919T110356Z,RBF-SVM,baseline,val,0.5196503294173163,0
seg_000480,sample_00160,Nuo Maisemat - Paavoharju,0,0.8215055031251778,classical_20260919T110356Z,RBF-SVM,baseline,val,0.5196503294173163,1
seg_000481,sample_00160,Nuo Maisemat - Paavoharju,0,0.9003502440351255,classical_20260919T110356Z,RBF-SVM,baseline,val,0.5196503294173163,1
seg_000482,sample_00160,Nuo Maisemat - Paavoharju,0,0.049026651744587535,classical_20260919T110356Z,RBF-SVM,baseline,val,0.5196503294173163,0
seg_000537,sample_00179,Redlight - Room For A Ghost,0,-1.932715618108443,classical_20260919T110356Z,RBF-SVM,baseline,val,0.5196503294173163,0
seg_000538,sample_00179,Redlight - Room For A Ghost,0,-0.9745251456841395,classical_20260919T110356Z,RBF-SVM,baseline,val,0.5196503294173163,0
seg_000539,sample_00179,Redlight - Room For A Ghost,0,-1.2461120019214766,classical_20260919T110356Z,RBF-SVM,baseline,val,0.5196503294173163,0
seg_000555,sample_00185,Roller Star - Monroeville Music Center,0,-2.0759700151769076,classical_20260919T110356Z,RBF-SVM,baseline,val,0.5196503294173163,0
seg_000556,sample_00185,Roller Star - Monroeville Music Center,0,-0.5547108419317128,classical_20260919T110356Z,RBF-SVM,baseline,val,0.5196503294173163,0
seg_000557,sample_00185,Roller Star - Monroeville Music Center,0,-0.6547093665929109,classical_20260919T110356Z,RBF-SVM,baseline,val,0.5196503294173163,0
seg_000561,sample_00187,"Roundtrip - Oh Yeah, the Future",0,-1.3536708498303271,classical_20260919T110356Z,RBF-SVM,baseline,val,0.5196503294173163,0
seg_000562,sample_00187,"Roundtrip - Oh Yeah, the Future",0,-1.062561195783339,classical_20260919T110356Z,RBF-SVM,baseline,val,0.5196503294173163,0
seg_000563,sample_00187,"Roundtrip - Oh Yeah, the Future",0,-2.091036168619626,classical_20260919T110356Z,RBF-SVM,baseline,val,0.5196503294173163,0
seg_000570,sample_00190,SD (Ill Mix) - H-LR,0,-1.634894778840446,classical_20260919T110356Z,RBF-SVM,baseline,val,0.5196503294173163,0
seg_000571,sample_00190,SD (Ill Mix) - H-LR,0,0.5039448378166621,classical_20260919T110356Z,RBF-SVM,baseline,val,0.5196503294173163,0
seg_000572,sample_00190,SD (Ill Mix) - H-LR,0,-0.01564907530339177,classical_20260919T110356Z,RBF-SVM,baseline,val,0.5196503294173163,0
seg_000576,sample_00192,Scramby Eggs - Andy G. Cohen,0,-0.5069035274595517,classical_20260919T110356Z,RBF-SVM,baseline,val,0.5196503294173163,0
seg_000577,sample_00192,Scramby Eggs - Andy G. Cohen,0,0.5677052648931187,classical_20260919T110356Z,RBF-SVM,baseline,val,0.5196503294173163,1
seg_000578,sample_00192,Scramby Eggs - Andy G. Cohen,0,-0.6683819599343541,classical_20260919T110356Z,RBF-SVM,baseline,val,0.5196503294173163,0
seg_000600,sample_00200,Shipwrecked Crew - Pete Prodoehl,0,-0.5145907156527849,classical_20260919T110356Z,RBF-SVM,baseline,val,0.5196503294173163,0
seg_000601,sample_00200,Shipwrecked Crew - Pete Prodoehl,0,0.23640472531967244,classical_20260919T110356Z,RBF-SVM,baseline,val,0.5196503294173163,0
seg_000602,sample_00200,Shipwrecked Crew - Pete Prodoehl,0,0.4836371596684246,classical_20260919T110356Z,RBF-SVM,baseline,val,0.5196503294173163,0
seg_000615,sample_00205,Soleares&beats - Malaventura,0,0.12010137052879821,classical_20260919T110356Z,RBF-SVM,baseline,val,0.5196503294173163,0
seg_000616,sample_00205,Soleares&beats - Malaventura,0,0.8148941017038879,classical_20260919T110356Z,RBF-SVM,baseline,val,0.5196503294173163,1
seg_000617,sample_00205,Soleares&beats - Malaventura,0,-0.2549120866179191,classical_20260919T110356Z,RBF-SVM,baseline,val,0.5196503294173163,0
seg_000633,sample_00211,Stockholm Syndrome / People Should Be More Aware - Bird Names,0,-1.8322763977074334,classical_20260919T110356Z,RBF-SVM,baseline,val,0.5196503294173163,0
seg_000634,sample_00211,Stockholm Syndrome / People Should Be More Aware - Bird Names,0,-1.332865476239118,classical_20260919T110356Z,RBF-SVM,baseline,val,0.5196503294173163,0
seg_000635,sample_00211,Stockholm Syndrome / People Should Be More Aware - Bird Names,0,-2.136326717406403,classical_20260919T110356Z,RBF-SVM,baseline,val,0.5196503294173163,0
seg_000645,sample_00215,Sturgeon's Law - Nihilore,0,-1.05517585165827,classical_20260919T110356Z,RBF-SVM,baseline,val,0.5196503294173163,0
seg_000646,sample_00215,Sturgeon's Law - Nihilore,0,-0.10198723084789718,classical_20260919T110356Z,RBF-SVM,baseline,val,0.5196503294173163,0
seg_000647,sample_00215,Sturgeon's Law - Nihilore,0,0.11788238952189944,classical_20260919T110356Z,RBF-SVM,baseline,val,0.5196503294173163,0
seg_000726,sample_00242,The Stairway - WarpToken,0,0.39539582244595417,classical_20260919T110356Z,RBF-SVM,baseline,val,0.5196503294173163,0
seg_000727,sample_00242,The Stairway - WarpToken,0,1.3567958023770559,classical_20260919T110356Z,RBF-SVM,baseline,val,0.5196503294173163,1
seg_000728,sample_00242,The Stairway - WarpToken,0,0.16301117878420063,classical_20260919T110356Z,RBF-SVM,baseline,val,0.5196503294173163,0
seg_000729,sample_00243,The girl just faded - Los Llamarada,0,-0.8777654621079147,classical_20260919T110356Z,RBF-SVM,baseline,val,0.5196503294173163,0
seg_000730,sample_00243,The girl just faded - Los Llamarada,0,-0.31363951764547127,classical_20260919T110356Z,RBF-SVM,baseline,val,0.5196503294173163,0
seg_000731,sample_00243,The girl just faded - Los Llamarada,0,-1.2403429585292258,classical_20260919T110356Z,RBF-SVM,baseline,val,0.5196503294173163,0
seg_000735,sample_00245,Three Bird - My brother Daniel,0,0.8024740962522404,classical_20260919T110356Z,RBF-SVM,baseline,val,0.5196503294173163,1
seg_000736,sample_00245,Three Bird - My brother Daniel,0,0.8914564860841083,classical_20260919T110356Z,RBF-SVM,baseline,val,0.5196503294173163,1
seg_000737,sample_00245,Three Bird - My brother Daniel,0,-0.9924427038516106,classical_20260919T110356Z,RBF-SVM,baseline,val,0.5196503294173163,0
seg_000738,sample_00246,Time Is Love - Silence is full of birds,0,-1.123724625583505,classical_20260919T110356Z,RBF-SVM,baseline,val,0.5196503294173163,0
seg_000739,sample_00246,Time Is Love - Silence is full of birds,0,-0.7827546119803941,classical_20260919T110356Z,RBF-SVM,baseline,val,0.5196503294173163,0
seg_000740,sample_00246,Time Is Love - Silence is full of birds,0,-1.557952608374305,classical_20260919T110356Z,RBF-SVM,baseline,val,0.5196503294173163,0
seg_000744,sample_00248,Timen Passing By - Jason Shaw,0,0.7602611198475762,classical_20260919T110356Z,RBF-SVM,baseline,val,0.5196503294173163,1
seg_000745,sample_00248,Timen Passing By - Jason Shaw,0,0.7387555934462068,classical_20260919T110356Z,RBF-SVM,baseline,val,0.5196503294173163,1
seg_000746,sample_00248,Timen Passing By - Jason Shaw,0,0.47423507455070646,classical_20260919T110356Z,RBF-SVM,baseline,val,0.5196503294173163,0
seg_000765,sample_00255,Understand That This Is A Dream - From the album Modulating Coil [RSVP008] - Forrest James,0,-0.5199048961645394,classical_20260919T110356Z,RBF-SVM,baseline,val,0.5196503294173163,0
seg_000766,sample_00255,Understand That This Is A Dream - From the album Modulating Coil [RSVP008] - Forrest James,0,-0.24383595661210566,classical_20260919T110356Z,RBF-SVM,baseline,val,0.5196503294173163,0
seg_000767,sample_00255,Understand That This Is A Dream - From the album Modulating Coil [RSVP008] - Forrest James,0,-0.03899185003116379,classical_20260919T110356Z,RBF-SVM,baseline,val,0.5196503294173163,0
seg_000783,sample_00261,Voxel - Andy G. Cohen,0,-0.6251330085040547,classical_20260919T110356Z,RBF-SVM,baseline,val,0.5196503294173163,0
seg_000784,sample_00261,Voxel - Andy G. Cohen,0,-0.2273949044062511,classical_20260919T110356Z,RBF-SVM,baseline,val,0.5196503294173163,0
seg_000785,sample_00261,Voxel - Andy G. Cohen,0,-0.873184860983486,classical_20260919T110356Z,RBF-SVM,baseline,val,0.5196503294173163,0
seg_000801,sample_00267,Westside Chillers - Little Glass Men,0,-0.0301766415051129,classical_20260919T110356Z,RBF-SVM,baseline,val,0.5196503294173163,0
seg_000802,sample_00267,Westside Chillers - Little Glass Men,0,0.7316020627093923,classical_20260919T110356Z,RBF-SVM,baseline,val,0.5196503294173163,1
seg_000803,sample_00267,Westside Chillers - Little Glass Men,0,0.9159642708850118,classical_20260919T110356Z,RBF-SVM,baseline,val,0.5196503294173163,1
seg_000819,sample_00273,Windows of the Skull - Sarin,0,-0.8693877861772303,classical_20260919T110356Z,RBF-SVM,baseline,val,0.5196503294173163,0
seg_000820,sample_00273,Windows of the Skull - Sarin,0,0.17768991869680595,classical_20260919T110356Z,RBF-SVM,baseline,val,0.5196503294173163,0
seg_000821,sample_00273,Windows of the Skull - Sarin,0,-0.5349005173629566,classical_20260919T110356Z,RBF-SVM,baseline,val,0.5196503294173163,0
seg_000858,sample_00286,mystery team 2090 - Jesse Futerman,0,0.21309560512522735,classical_20260919T110356Z,RBF-SVM,baseline,val,0.5196503294173163,0
seg_000859,sample_00286,mystery team 2090 - Jesse Futerman,0,0.4202531243273615,classical_20260919T110356Z,RBF-SVM,baseline,val,0.5196503294173163,0
seg_000860,sample_00286,mystery team 2090 - Jesse Futerman,0,-0.395279638889221,classical_20260919T110356Z,RBF-SVM,baseline,val,0.5196503294173163,0
seg_000870,sample_00290,some dextromethorphan - Jeva,0,0.153287446957314,classical_20260919T110356Z,RBF-SVM,baseline,val,0.5196503294173163,0
seg_000871,sample_00290,some dextromethorphan - Jeva,0,0.6586845978897107,classical_20260919T110356Z,RBF-SVM,baseline,val,0.5196503294173163,1
seg_000872,sample_00290,some dextromethorphan - Jeva,0,-1.0988286132841594,classical_20260919T110356Z,RBF-SVM,baseline,val,0.5196503294173163,0
seg_000876,sample_00292,В Наших Сердцах - Чокнутый Пропеллер,0,-0.8497811344321065,classical_20260919T110356Z,RBF-SVM,baseline,val,0.5196503294173163,0
seg_000877,sample_00292,В Наших Сердцах - Чокнутый Пропеллер,0,-0.9192573105710409,classical_20260919T110356Z,RBF-SVM,baseline,val,0.5196503294173163,0
seg_000878,sample_00292,В Наших Сердцах - Чокнутый Пропеллер,0,-0.9124300212021619,classical_20260919T110356Z,RBF-SVM,baseline,val,0.5196503294173163,0
seg_000885,sample_00295,Новый Нью-Йорк 2 - Чокнутый Пропеллер,0,-1.0469605407001004,classical_20260919T110356Z,RBF-SVM,baseline,val,0.5196503294173163,0
seg_000886,sample_00295,Новый Нью-Йорк 2 - Чокнутый Пропеллер,0,-0.8250014135276917,classical_20260919T110356Z,RBF-SVM,baseline,val,0.5196503294173163,0
seg_000887,sample_00295,Новый Нью-Йорк 2 - Чокнутый Пропеллер,0,-0.7542564190372345,classical_20260919T110356Z,RBF-SVM,baseline,val,0.5196503294173163,0
seg_000897,sample_00299,2 (Wasn't There) - Isle of Pine,1,1.3557840141873703,classical_20260919T110356Z,RBF-SVM,baseline,val,0.5196503294173163,1
seg_000898,sample_00299,2 (Wasn't There) - Isle of Pine,1,0.38812463475190273,classical_20260919T110356Z,RBF-SVM,baseline,val,0.5196503294173163,0
seg_000899,sample_00299,2 (Wasn't There) - Isle of Pine,1,1.2769406941659072,classical_20260919T110356Z,RBF-SVM,baseline,val,0.5196503294173163,1
seg_000918,sample_00306,Agora - Malaventura,1,2.046002940317498,classical_20260919T110356Z,RBF-SVM,baseline,val,0.5196503294173163,1
seg_000919,sample_00306,Agora - Malaventura,1,1.184773596887417,classical_20260919T110356Z,RBF-SVM,baseline,val,0.5196503294173163,1
seg_000920,sample_00306,Agora - Malaventura,1,2.092485362800553,classical_20260919T110356Z,RBF-SVM,baseline,val,0.5196503294173163,1
seg_000969,sample_00323,Beyond Luxury - Mors Ontologica,1,1.0457172657243938,classical_20260919T110356Z,RBF-SVM,baseline,val,0.5196503294173163,1
seg_000970,sample_00323,Beyond Luxury - Mors Ontologica,1,1.5930781441920412,classical_20260919T110356Z,RBF-SVM,baseline,val,0.5196503294173163,1
seg_000971,sample_00323,Beyond Luxury - Mors Ontologica,1,2.3751433015749024,classical_20260919T110356Z,RBF-SVM,baseline,val,0.5196503294173163,1
seg_001014,sample_00338,CopperNickle - UncleBibby,1,1.2106891354671807,classical_20260919T110356Z,RBF-SVM,baseline,val,0.5196503294173163,1
seg_001015,sample_00338,CopperNickle - UncleBibby,1,1.1081253987369217,classical_20260919T110356Z,RBF-SVM,baseline,val,0.5196503294173163,1
seg_001016,sample_00338,CopperNickle - UncleBibby,1,1.623489540945891,classical_20260919T110356Z,RBF-SVM,baseline,val,0.5196503294173163,1
seg_001029,sample_00343,Daylight Savings - My brother Daniel,1,0.7784185378492402,classical_20260919T110356Z,RBF-SVM,baseline,val,0.5196503294173163,1
seg_001030,sample_00343,Daylight Savings - My brother Daniel,1,1.0558705345633665,classical_20260919T110356Z,RBF-SVM,baseline,val,0.5196503294173163,1
seg_001031,sample_00343,Daylight Savings - My brother Daniel,1,1.0506367521226776,classical_20260919T110356Z,RBF-SVM,baseline,val,0.5196503294173163,1
seg_001065,sample_00355,Empty Pockets - Pete Prodoehl,1,1.3463706954305494,classical_20260919T110356Z,RBF-SVM,baseline,val,0.5196503294173163,1
seg_001066,sample_00355,Empty Pockets - Pete Prodoehl,1,0.964351939487143,classical_20260919T110356Z,RBF-SVM,baseline,val,0.5196503294173163,1
seg_001067,sample_00355,Empty Pockets - Pete Prodoehl,1,0.7575800437373681,classical_20260919T110356Z,RBF-SVM,baseline,val,0.5196503294173163,1
seg_001083,sample_00361,Evil Cannot Create - Caleb Lemond,1,1.5385517990044608,classical_20260919T110356Z,RBF-SVM,baseline,val,0.5196503294173163,1
seg_001084,sample_00361,Evil Cannot Create - Caleb Lemond,1,0.9117792821600015,classical_20260919T110356Z,RBF-SVM,baseline,val,0.5196503294173163,1
seg_001085,sample_00361,Evil Cannot Create - Caleb Lemond,1,1.0954702789338278,classical_20260919T110356Z,RBF-SVM,baseline,val,0.5196503294173163,1
seg_001089,sample_00363,Fear - Los Fancy Free,1,1.1679101794525553,classical_20260919T110356Z,RBF-SVM,baseline,val,0.5196503294173163,1
seg_001090,sample_00363,Fear - Los Fancy Free,1,1.2561026182443715,classical_20260919T110356Z,RBF-SVM,baseline,val,0.5196503294173163,1
seg_001091,sample_00363,Fear - Los Fancy Free,1,1.3352805770680702,classical_20260919T110356Z,RBF-SVM,baseline,val,0.5196503294173163,1
seg_001092,sample_00364,Fifth Ramble - From the album Keith [RSVP007] - My brother Daniel,1,1.7925961551801475,classical_20260919T110356Z,RBF-SVM,baseline,val,0.5196503294173163,1
seg_001093,sample_00364,Fifth Ramble - From the album Keith [RSVP007] - My brother Daniel,1,0.8499764982044011,classical_20260919T110356Z,RBF-SVM,baseline,val,0.5196503294173163,1
seg_001094,sample_00364,Fifth Ramble - From the album Keith [RSVP007] - My brother Daniel,1,2.1803387135884966,classical_20260919T110356Z,RBF-SVM,baseline,val,0.5196503294173163,1
seg_001128,sample_00376,Gila Monster Flop/Music History Lesson:The Sonics - The Crypts!,1,1.4420908839233095,classical_20260919T110356Z,RBF-SVM,baseline,val,0.5196503294173163,1
seg_001129,sample_00376,Gila Monster Flop/Music History Lesson:The Sonics - The Crypts!,1,0.4207797542963724,classical_20260919T110356Z,RBF-SVM,baseline,val,0.5196503294173163,0
seg_001130,sample_00376,Gila Monster Flop/Music History Lesson:The Sonics - The Crypts!,1,-0.4043458721253841,classical_20260919T110356Z,RBF-SVM,baseline,val,0.5196503294173163,0
seg_001161,sample_00387,If You're Ther - Nicola Ratti,1,1.7294870928999138,classical_20260919T110356Z,RBF-SVM,baseline,val,0.5196503294173163,1
seg_001162,sample_00387,If You're Ther - Nicola Ratti,1,1.324537979054169,classical_20260919T110356Z,RBF-SVM,baseline,val,0.5196503294173163,1
seg_001163,sample_00387,If You're Ther - Nicola Ratti,1,1.2473038918107124,classical_20260919T110356Z,RBF-SVM,baseline,val,0.5196503294173163,1
seg_001191,sample_00397,I Fell - Mod Fun,1,2.0908341568232314,classical_20260919T110356Z,RBF-SVM,baseline,val,0.5196503294173163,1
seg_001192,sample_00397,I Fell - Mod Fun,1,1.5659341859464826,classical_20260919T110356Z,RBF-SVM,baseline,val,0.5196503294173163,1
seg_001193,sample_00397,I Fell - Mod Fun,1,1.5556581442425577,classical_20260919T110356Z,RBF-SVM,baseline,val,0.5196503294173163,1
seg_001239,sample_00413,Kumorizoranohajimarutokoro - Hosomi,1,2.127090563113075,classical_20260919T110356Z,RBF-SVM,baseline,val,0.5196503294173163,1
seg_001240,sample_00413,Kumorizoranohajimarutokoro - Hosomi,1,1.6538297536688977,classical_20260919T110356Z,RBF-SVM,baseline,val,0.5196503294173163,1
seg_001241,sample_00413,Kumorizoranohajimarutokoro - Hosomi,1,1.9334044845594487,classical_20260919T110356Z,RBF-SVM,baseline,val,0.5196503294173163,1
seg_001275,sample_00425,Lights Up - Pipe Choir,1,1.87573527384508,classical_20260919T110356Z,RBF-SVM,baseline,val,0.5196503294173163,1
seg_001276,sample_00425,Lights Up - Pipe Choir,1,-0.9579415441878996,classical_20260919T110356Z,RBF-SVM,baseline,val,0.5196503294173163,0
seg_001277,sample_00425,Lights Up - Pipe Choir,1,1.439189585994709,classical_20260919T110356Z,RBF-SVM,baseline,val,0.5196503294173163,1
seg_001293,sample_00431,Loved Ones - Rowan Box,1,1.8519865212219069,classical_20260919T110356Z,RBF-SVM,baseline,val,0.5196503294173163,1
seg_001294,sample_00431,Loved Ones - Rowan Box,1,1.1607768965712926,classical_20260919T110356Z,RBF-SVM,baseline,val,0.5196503294173163,1
seg_001295,sample_00431,Loved Ones - Rowan Box,1,1.4016439377282437,classical_20260919T110356Z,RBF-SVM,baseline,val,0.5196503294173163,1
